说明,本表对应 Blood/ResNet/K=3/beta=0.01 的 output-probability t-SNE；LAMP-Merge 概率由 gamma=0.55、s=18.75、tau=2.5、lambda=4.25 正式 checkpoint 重新推理，三个通用基线保持论文原实验概率向量，并在共享 t-SNE 平面重新拟合。
Dataset,Backbone,K,Beta,Method,Sample index,True label,t-SNE x,t-SNE y,Probability class 0,Probability class 1,Probability class 2,Probability class 3,Probability class 4,Probability class 5,Probability class 6,Probability class 7
Blood,ResNet,3,0.01,DARE-Linear,913,2,-37.713768,41.265751,0.06991211,0.16412362,0.17068456,0.09052429,0.13401590,0.08969735,0.10935041,0.17169176
Blood,ResNet,3,0.01,DARE-Linear,914,7,-27.549677,28.246460,0.06964993,0.14530925,0.14679165,0.10902483,0.13028334,0.11591345,0.13370825,0.14931932
Blood,ResNet,3,0.01,DARE-Linear,915,5,-36.482780,-24.948177,0.07871184,0.14366680,0.09626379,0.13370967,0.11077329,0.15612368,0.16479923,0.11595170
Blood,ResNet,3,0.01,DARE-Linear,916,6,-23.610382,-38.207588,0.07137487,0.16245712,0.09168468,0.15517755,0.10157674,0.13432975,0.16875364,0.11464562
Blood,ResNet,3,0.01,DARE-Linear,917,5,-38.643116,-23.499786,0.07752957,0.14350514,0.09461625,0.12939896,0.10859272,0.15903544,0.17610894,0.11121298
Blood,ResNet,3,0.01,DARE-Linear,918,1,6.396605,-57.324314,0.07119435,0.15268962,0.07949513,0.20882331,0.08096128,0.10927097,0.17865869,0.11890661
Blood,ResNet,3,0.01,DARE-Linear,919,3,20.174368,-48.558018,0.06362559,0.14249019,0.06812157,0.24100320,0.09204297,0.11693811,0.16956338,0.10621503
Blood,ResNet,3,0.01,DARE-Linear,920,6,-28.601332,-36.202938,0.07712517,0.16013989,0.09343047,0.15249912,0.10163263,0.13419282,0.15579699,0.12518287
Blood,ResNet,3,0.01,DARE-Linear,921,3,23.949738,-51.330452,0.07593388,0.14501899,0.06603117,0.24899726,0.09776693,0.09030591,0.16463447,0.11131138
Blood,ResNet,3,0.01,DARE-Linear,922,3,-36.056553,-26.100929,0.08337756,0.13792825,0.09997541,0.13979612,0.11118226,0.14464580,0.16627280,0.11682188
Blood,ResNet,3,0.01,DARE-Linear,923,0,-16.118809,-25.526157,0.08244711,0.14157118,0.07135771,0.16682634,0.10544946,0.12047032,0.18846646,0.12341142
Blood,ResNet,3,0.01,DARE-Linear,924,1,-18.744362,-29.927622,0.07765441,0.14583407,0.08600786,0.16632248,0.10150914,0.12771271,0.17205645,0.12290293
Blood,ResNet,3,0.01,DARE-Linear,925,7,-17.923046,30.153872,0.07460894,0.13672554,0.13239236,0.09669221,0.14030178,0.13313074,0.13592754,0.15022081
Blood,ResNet,3,0.01,DARE-Linear,926,6,-8.358292,-33.590942,0.06878775,0.15120475,0.07753827,0.17896134,0.09493688,0.15889506,0.15843600,0.11123993
Blood,ResNet,3,0.01,DARE-Linear,927,6,3.480997,-58.946205,0.07836580,0.16432777,0.07617608,0.21560663,0.08121845,0.10325902,0.15485413,0.12619206
Blood,ResNet,3,0.01,DARE-Linear,928,2,-18.873558,-49.898384,0.07407640,0.17458218,0.09391933,0.17451885,0.09219752,0.12363509,0.14550804,0.12156262
Blood,ResNet,3,0.01,DARE-Linear,929,6,-28.801825,-32.981228,0.07379933,0.16322118,0.08905591,0.14775772,0.10264487,0.14100192,0.16786192,0.11465711
Blood,ResNet,3,0.01,DARE-Linear,930,4,-23.399933,-2.449412,0.07386472,0.14553167,0.11514403,0.12522066,0.11646699,0.11591704,0.16402404,0.14383078
Blood,ResNet,3,0.01,DARE-Linear,931,1,-0.824096,-43.397884,0.06757510,0.15869336,0.07170399,0.20502324,0.07873388,0.13171200,0.18033132,0.10622708
Blood,ResNet,3,0.01,DARE-Linear,932,4,-22.512711,-6.191527,0.07048073,0.13755262,0.11486731,0.13048957,0.13519607,0.11213680,0.15337610,0.14590083
Blood,ResNet,3,0.01,DARE-Linear,933,2,-34.835941,39.128433,0.07713533,0.15434217,0.16502166,0.09254859,0.13272160,0.10640223,0.12031105,0.15151735
Blood,ResNet,3,0.01,DARE-Linear,934,1,9.026402,-45.744164,0.07047309,0.14666951,0.07681441,0.20690282,0.10027502,0.11432547,0.16921128,0.11532842
Blood,ResNet,3,0.01,DARE-Linear,935,7,-26.274796,21.442616,0.07757632,0.14030270,0.13376993,0.11443096,0.12557217,0.11891180,0.13920385,0.15023232
Blood,ResNet,3,0.01,DARE-Linear,936,6,-10.858431,-46.888382,0.07139105,0.16953588,0.07957765,0.18724084,0.09316415,0.12705393,0.15356800,0.11846851
Blood,ResNet,3,0.01,DARE-Linear,937,6,-31.045042,-42.695827,0.07723741,0.16541894,0.10199139,0.14178862,0.10143448,0.11605622,0.17089313,0.12517980
Blood,ResNet,3,0.01,DARE-Linear,938,1,-20.992794,-43.926033,0.07507343,0.16066417,0.10300045,0.16817062,0.09408177,0.11646836,0.16615377,0.11638749
Blood,ResNet,3,0.01,DARE-Linear,939,0,7.201225,-40.240566,0.07534164,0.13781504,0.07414614,0.19611450,0.10911983,0.11837901,0.17481492,0.11426891
Blood,ResNet,3,0.01,DARE-Linear,940,6,-31.028282,-31.661797,0.07306579,0.15897146,0.09321217,0.13908830,0.09864364,0.14878190,0.16919622,0.11904056
Blood,ResNet,3,0.01,DARE-Linear,941,7,-25.126032,-3.500017,0.06613927,0.14421955,0.12944926,0.12564710,0.12284047,0.10830456,0.15527807,0.14812170
Blood,ResNet,3,0.01,DARE-Linear,942,5,13.791368,-48.650734,0.05888977,0.13884225,0.07000484,0.22142495,0.11316542,0.10489740,0.17683049,0.11594490
Blood,ResNet,3,0.01,DARE-Linear,943,0,4.162060,-38.310654,0.08315564,0.13486773,0.07496464,0.19743331,0.08893483,0.12327906,0.18728632,0.11007848
Blood,ResNet,3,0.01,DARE-Linear,944,5,-1.592925,-54.585339,0.07159848,0.16643332,0.07297304,0.20088445,0.09917957,0.10325727,0.18002076,0.10565309
Blood,ResNet,3,0.01,DARE-Linear,945,3,17.023361,-50.296387,0.08043904,0.13725923,0.07066954,0.22724275,0.09384824,0.10093117,0.17122002,0.11838996
Blood,ResNet,3,0.01,DARE-Linear,946,3,7.122651,-52.182018,0.06893840,0.14615436,0.08119568,0.21857336,0.10292575,0.10443602,0.15501043,0.12276603
Blood,ResNet,3,0.01,DARE-Linear,947,3,9.995529,-34.865658,0.05917085,0.13291278,0.06034710,0.20502304,0.09856712,0.15152892,0.16821760,0.12423261
Blood,ResNet,3,0.01,DARE-Linear,948,6,-40.971394,-31.092318,0.08473313,0.15345904,0.10535820,0.13249537,0.10255179,0.14007397,0.15243107,0.12889743
Blood,ResNet,3,0.01,DARE-Linear,949,0,2.184550,-37.579739,0.08050600,0.14149775,0.06973734,0.19081463,0.08784300,0.13972878,0.18114477,0.10872768
Blood,ResNet,3,0.01,DARE-Linear,950,4,-1.023929,-26.857019,0.06530990,0.14698182,0.08903797,0.18818633,0.11765215,0.10662276,0.15310794,0.13310118
Blood,ResNet,3,0.01,DARE-Linear,951,7,-22.613682,39.735447,0.07050753,0.13672870,0.15252809,0.08673324,0.13528271,0.11358336,0.13159420,0.17304216
Blood,ResNet,3,0.01,DARE-Linear,952,0,9.228371,-41.633568,0.06997818,0.14164035,0.07120971,0.20170136,0.10181566,0.12050784,0.17585620,0.11729063
Blood,ResNet,3,0.01,DARE-Linear,953,1,-13.468868,-38.408958,0.07239985,0.14990373,0.09056072,0.17140079,0.09225942,0.13097914,0.15573803,0.13675837
Blood,ResNet,3,0.01,DARE-Linear,954,7,-36.461258,31.754322,0.06905943,0.14704771,0.14678720,0.11492785,0.12031677,0.09418042,0.14599748,0.16168313
Blood,ResNet,3,0.01,DARE-Linear,955,7,-26.200193,32.652534,0.06978021,0.14181663,0.15164690,0.09666456,0.12564257,0.11065083,0.13301827,0.17078008
Blood,ResNet,3,0.01,DARE-Linear,956,1,-19.974031,-35.097687,0.06928208,0.16100016,0.09542999,0.16486683,0.09708526,0.14757702,0.16039069,0.10436791
Blood,ResNet,3,0.01,DARE-Linear,957,3,18.379280,-48.807671,0.06728164,0.13995886,0.06967043,0.23190862,0.09821077,0.11204302,0.17115900,0.10976774
Blood,ResNet,3,0.01,DARE-Linear,958,1,-31.493090,-23.311489,0.07399631,0.14654522,0.09102731,0.14385846,0.09619624,0.15827405,0.17068818,0.11941423
Blood,ResNet,3,0.01,DARE-Linear,959,6,-25.485023,-44.956284,0.06671397,0.17987430,0.10025671,0.15554634,0.10418582,0.11491904,0.15452458,0.12397921
Blood,ResNet,3,0.01,DARE-Linear,960,1,16.762629,-53.716534,0.07246909,0.15059885,0.06429009,0.22401926,0.08167026,0.12169407,0.17922944,0.10602897
Blood,ResNet,3,0.01,DARE-Linear,961,6,-32.666359,-41.141602,0.07540305,0.18019831,0.10165595,0.12971319,0.10505291,0.11955699,0.15513973,0.13327982
Blood,ResNet,3,0.01,DARE-Linear,962,1,-5.286520,-58.865376,0.06450491,0.15388887,0.09635493,0.19679447,0.08722604,0.09846586,0.17246900,0.13029596
Blood,ResNet,3,0.01,DARE-Linear,963,3,0.775190,-33.788147,0.07268276,0.13973986,0.07567716,0.18209228,0.11047778,0.12555893,0.17536913,0.11840209
Blood,ResNet,3,0.01,DARE-Linear,964,6,-26.182867,-22.159340,0.08160390,0.14815694,0.07332642,0.15632850,0.09080447,0.15690246,0.18243665,0.11044066
Blood,ResNet,3,0.01,DARE-Linear,965,5,-28.921648,-18.153458,0.06662937,0.15973544,0.07927669,0.16460635,0.09879616,0.16664144,0.15422381,0.11009073
Blood,ResNet,3,0.01,DARE-Linear,966,7,-35.941730,43.360985,0.06657609,0.13224086,0.17706600,0.10278817,0.13227059,0.08921452,0.12345099,0.17639278
Blood,ResNet,3,0.01,DARE-Linear,967,5,-27.248659,-19.172342,0.07024255,0.14993620,0.08289549,0.16003338,0.10795718,0.15737961,0.16164008,0.10991547
Blood,ResNet,3,0.01,DARE-Linear,968,7,-35.005951,29.859369,0.06581697,0.15612635,0.14145426,0.12309306,0.12746893,0.10316075,0.12466451,0.15821515
Blood,ResNet,3,0.01,DARE-Linear,969,7,-26.940727,36.339703,0.06729107,0.14703560,0.14632510,0.10550731,0.13981973,0.11126444,0.12484529,0.15791151
Blood,ResNet,3,0.01,DARE-Linear,970,3,11.283118,-43.079220,0.07255711,0.13256705,0.07118776,0.21136184,0.10072193,0.11332016,0.17800984,0.12027434
Blood,ResNet,3,0.01,DARE-Linear,971,7,-29.498251,31.368959,0.07500853,0.14340097,0.14814530,0.11214340,0.13293219,0.10551324,0.12855813,0.15429829
Blood,ResNet,3,0.01,DARE-Linear,972,3,-14.714915,-33.585606,0.07813062,0.14910114,0.08014550,0.17004126,0.08528127,0.13961850,0.17387490,0.12380684
Blood,ResNet,3,0.01,DARE-Linear,973,7,-26.776049,22.837969,0.07548517,0.14094977,0.13919596,0.11629715,0.13423890,0.11158334,0.13908058,0.14316913
Blood,ResNet,3,0.01,DARE-Linear,974,3,-11.787717,-26.536730,0.06930823,0.13351963,0.07852656,0.17096072,0.10563464,0.14493971,0.17639464,0.12071589
Blood,ResNet,3,0.01,DARE-Linear,975,1,-11.018058,-50.543629,0.06972076,0.16228652,0.08722431,0.17781886,0.08873203,0.11059307,0.17303546,0.13058901
Blood,ResNet,3,0.01,DARE-Linear,976,6,-5.474349,-48.173897,0.06802563,0.16838057,0.08081988,0.19792430,0.09108151,0.12698145,0.15076403,0.11602265
Blood,ResNet,3,0.01,DARE-Linear,977,6,-28.218042,-38.113415,0.07453290,0.16665916,0.09248368,0.14661169,0.10087642,0.13545406,0.16758540,0.11579672
Blood,ResNet,3,0.01,DARE-Linear,978,6,-0.921403,-59.573280,0.07424902,0.17704885,0.07773980,0.20611523,0.08699279,0.11543752,0.14640072,0.11601608
Blood,ResNet,3,0.01,DARE-Linear,979,0,-18.254320,-22.097410,0.08294366,0.13708451,0.08505056,0.14612113,0.11134590,0.11473598,0.18838936,0.13432886
Blood,ResNet,3,0.01,DARE-Linear,980,7,-23.389067,32.549530,0.06978426,0.14922887,0.13795653,0.10790376,0.13450192,0.11870094,0.12288098,0.15904273
Blood,ResNet,3,0.01,DARE-Linear,981,3,17.086399,-47.874439,0.07181764,0.12678134,0.07166073,0.22819179,0.10006542,0.11095505,0.17778158,0.11274647
Blood,ResNet,3,0.01,DARE-Linear,982,2,-28.939421,36.949295,0.07246649,0.16116799,0.14238970,0.10355403,0.14092594,0.10395458,0.11459453,0.16094671
Blood,ResNet,3,0.01,DARE-Linear,983,0,-16.102791,-22.013487,0.08529817,0.14819592,0.08712588,0.16189823,0.10921280,0.11254392,0.17190176,0.12382326
Blood,ResNet,3,0.01,DARE-Linear,984,3,7.220926,-34.492756,0.06446171,0.12960714,0.08169822,0.19202468,0.09744061,0.14092857,0.17746888,0.11637016
Blood,ResNet,3,0.01,DARE-Linear,985,0,4.091887,-40.104954,0.09165865,0.13523018,0.07823125,0.17994469,0.09500030,0.11259516,0.18992959,0.11741024
Blood,ResNet,3,0.01,DARE-Linear,986,7,-26.682993,34.488338,0.07787050,0.14362948,0.14237559,0.10923508,0.12940648,0.10719100,0.12088987,0.16940202
Blood,ResNet,3,0.01,DARE-Linear,987,0,-19.489796,-22.169594,0.07983739,0.13569650,0.08566202,0.14356272,0.11388773,0.12950318,0.18120918,0.13064133
Blood,ResNet,3,0.01,DARE-Linear,988,2,-35.753139,-5.228236,0.07594744,0.16439694,0.12821302,0.14781146,0.11503445,0.08581409,0.13255179,0.15023077
Blood,ResNet,3,0.01,DARE-Linear,989,7,-28.223230,30.942434,0.07405934,0.13633919,0.14899091,0.10752785,0.13028271,0.10883550,0.13274933,0.16121519
Blood,ResNet,3,0.01,DARE-Linear,990,6,-12.686677,-52.677670,0.07035042,0.16415113,0.10252080,0.17742184,0.09165623,0.11078528,0.15995680,0.12315748
Blood,ResNet,3,0.01,DARE-Linear,991,1,-2.146085,-42.578209,0.06976397,0.15240614,0.08005932,0.19432767,0.08840027,0.12804562,0.17431551,0.11268152
Blood,ResNet,3,0.01,DARE-Linear,992,1,-5.698090,-49.177177,0.06761158,0.16727321,0.08481543,0.20251639,0.08172993,0.12623914,0.16066195,0.10915232
Blood,ResNet,3,0.01,DARE-Linear,993,2,-41.251919,31.736633,0.07223113,0.17509975,0.14295213,0.13307615,0.11770010,0.07964873,0.12363921,0.15565276
Blood,ResNet,3,0.01,DARE-Linear,994,0,-35.779114,-30.325249,0.07428496,0.15024595,0.10345437,0.13833141,0.09121649,0.14083515,0.19047785,0.11115388
Blood,ResNet,3,0.01,DARE-Linear,995,3,3.736452,-30.690203,0.06542421,0.13905385,0.08014381,0.18693011,0.10867893,0.13445723,0.15918925,0.12612259
Blood,ResNet,3,0.01,DARE-Linear,996,6,0.824709,-58.759235,0.07441445,0.16461769,0.07354806,0.21734476,0.09704356,0.10995257,0.14775327,0.11532563
Blood,ResNet,3,0.01,DARE-Linear,997,4,-22.008629,-2.578028,0.07715470,0.13004272,0.11113216,0.12496182,0.11900814,0.12339313,0.17399910,0.14030820
Blood,ResNet,3,0.01,DARE-Linear,998,0,8.305032,-39.142899,0.08389404,0.13228051,0.07235837,0.20308577,0.09376995,0.12272727,0.17502289,0.11686125
Blood,ResNet,3,0.01,DARE-Linear,999,6,-24.310301,-0.554244,0.08532654,0.14504589,0.12613812,0.10927492,0.11021262,0.12002681,0.16360411,0.14037097
Blood,ResNet,3,0.01,DARE-Linear,1000,7,-26.201784,28.451481,0.07030416,0.13844496,0.14378908,0.10648723,0.13161209,0.11406945,0.13869950,0.15659347
Blood,ResNet,3,0.01,DARE-Linear,1001,4,-20.168785,1.172141,0.06005994,0.12664008,0.12871665,0.11399800,0.11598152,0.14470388,0.17375976,0.13614009
Blood,ResNet,3,0.01,DARE-Linear,1002,1,-39.629288,-31.494663,0.08486112,0.15070014,0.10765594,0.11410663,0.12355830,0.13086277,0.17107373,0.11718137
Blood,ResNet,3,0.01,DARE-Linear,1003,1,9.167496,-58.967010,0.07173681,0.15404059,0.08071617,0.23095614,0.07534213,0.10256507,0.17154743,0.11309560
Blood,ResNet,3,0.01,DARE-Linear,1004,0,4.536504,-38.304081,0.07930476,0.12910210,0.07166548,0.19766550,0.08484156,0.12394393,0.20866165,0.10481499
Blood,ResNet,3,0.01,DARE-Linear,1005,4,-22.347702,0.483374,0.06117616,0.12556584,0.12844630,0.11778533,0.12015408,0.12465011,0.17159829,0.15062389
Blood,ResNet,3,0.01,DARE-Linear,1006,1,-5.198888,-59.170486,0.07061922,0.15544942,0.09070586,0.20003600,0.08603965,0.09576946,0.16599862,0.13538176
Blood,ResNet,3,0.01,DARE-Linear,1007,3,7.135780,-47.955296,0.06613352,0.13820325,0.08194583,0.20092656,0.11210192,0.10744140,0.16695388,0.12629358
Blood,ResNet,3,0.01,DARE-Linear,1008,1,-13.647533,-30.854935,0.06629767,0.14376137,0.08187862,0.17332307,0.09150169,0.14769168,0.19262354,0.10292240
Blood,ResNet,3,0.01,DARE-Linear,1009,6,-30.126923,-33.505890,0.07625453,0.16639647,0.09234302,0.14019774,0.10149892,0.14375511,0.16011500,0.11943928
Blood,ResNet,3,0.01,DARE-Linear,1010,6,-11.159000,-57.406807,0.07784770,0.18144053,0.08864882,0.18604288,0.09616148,0.10740896,0.14154913,0.12090058
Blood,ResNet,3,0.01,DARE-Linear,1011,3,2.327780,-31.338087,0.07396045,0.14248507,0.08150952,0.18814453,0.10960147,0.13124552,0.15605778,0.11699561
Blood,ResNet,3,0.01,DARE-Linear,1012,5,-36.676601,-21.937592,0.06376129,0.13121516,0.09830413,0.13125393,0.11340777,0.16913152,0.17056398,0.12236228
Blood,ResNet,3,0.01,DARE-Linear,1013,2,-26.242931,-53.877213,0.08126103,0.16626342,0.10887532,0.17864522,0.10148998,0.08543318,0.14307034,0.13496147
Blood,ResNet,3,0.01,DARE-Linear,1014,6,-5.932162,-49.879574,0.06553923,0.17459752,0.07265377,0.19781019,0.09269998,0.12087657,0.17202599,0.10379672
Blood,ResNet,3,0.01,DARE-Linear,1015,1,-22.110294,-35.100624,0.07501300,0.15445381,0.08628485,0.16055863,0.09664503,0.14895868,0.15178639,0.12629959
Blood,ResNet,3,0.01,DARE-Linear,1016,1,-3.215198,-44.053291,0.07644284,0.15134515,0.08323517,0.19312659,0.09170318,0.11998014,0.17029323,0.11387374
Blood,ResNet,3,0.01,DARE-Linear,1017,5,-6.596684,-34.545986,0.06947850,0.14971083,0.07270810,0.18659918,0.10068972,0.14807141,0.15578955,0.11695266
Blood,ResNet,3,0.01,DARE-Linear,1018,0,16.527933,-37.988758,0.07430565,0.14167644,0.06957442,0.22010159,0.10009290,0.12053555,0.15730110,0.11641233
Blood,ResNet,3,0.01,DARE-Linear,1019,2,-33.938526,-2.256687,0.05870227,0.15056144,0.13733293,0.13793430,0.12090367,0.09649454,0.14528240,0.15278850
Blood,ResNet,3,0.01,DARE-Linear,1020,6,-27.635347,-38.020622,0.08182641,0.16727975,0.09136891,0.14959139,0.10292535,0.13373238,0.16190815,0.11136765
Blood,ResNet,3,0.01,DARE-Linear,1021,6,24.462120,-51.825672,0.07201478,0.14383268,0.06461596,0.25671804,0.09289241,0.09927168,0.16041224,0.11024214
Blood,ResNet,3,0.01,DARE-Linear,1022,7,-25.312214,22.871656,0.07473276,0.14611723,0.13034742,0.11094352,0.13798948,0.11450025,0.13501243,0.15035690
Blood,ResNet,3,0.01,DARE-Linear,1023,3,-5.077271,-22.357908,0.07107741,0.14295815,0.09300017,0.17586012,0.11055402,0.12346057,0.16010219,0.12298734
Blood,ResNet,3,0.01,DARE-Linear,1024,1,0.737014,-54.638580,0.07301339,0.16331610,0.08024541,0.20139909,0.08397896,0.10944945,0.16601366,0.12258396
Blood,ResNet,3,0.01,DARE-Linear,1025,7,-25.073931,25.401703,0.07327656,0.14348821,0.14288180,0.11128280,0.12416174,0.12421336,0.13647074,0.14422482
Blood,ResNet,3,0.01,DARE-Linear,1026,0,-16.363117,-29.898237,0.08346762,0.15867913,0.08007015,0.16434269,0.09170863,0.13241890,0.18000497,0.10930791
Blood,ResNet,3,0.01,DARE-Linear,1027,4,-26.835318,-51.881641,0.06336832,0.17118996,0.10277340,0.15895578,0.11463235,0.09685492,0.15595810,0.13626722
Blood,ResNet,3,0.01,DARE-Linear,1028,5,-35.932713,-26.291691,0.08041377,0.13734587,0.09661256,0.14207327,0.11306668,0.14273046,0.16167101,0.12608634
Blood,ResNet,3,0.01,DARE-Linear,1029,7,-31.544195,38.083115,0.06103824,0.14700100,0.15821838,0.10106775,0.13881297,0.09756975,0.12582462,0.17046730
Blood,ResNet,3,0.01,DARE-Linear,1030,3,7.775416,-46.841194,0.07499908,0.14495610,0.07955632,0.20669620,0.10207100,0.11254022,0.15810935,0.12107174
Blood,ResNet,3,0.01,DARE-Linear,1031,1,-1.521416,-57.196987,0.06315181,0.17113696,0.09151787,0.20505531,0.08300008,0.10920330,0.15783763,0.11909696
Blood,ResNet,3,0.01,DARE-Linear,1032,3,9.648367,-35.727623,0.06316216,0.13361135,0.07076248,0.20442206,0.09856221,0.13393593,0.17433162,0.12121219
Blood,ResNet,3,0.01,DARE-Linear,1033,7,-25.592417,-6.587131,0.05817230,0.14815715,0.12183894,0.12881477,0.13504593,0.11807961,0.13580552,0.15408574
Blood,ResNet,3,0.01,DARE-Linear,1034,1,4.532343,-59.323280,0.06707905,0.16642256,0.07779789,0.21499319,0.07933887,0.11001591,0.16025420,0.12409839
Blood,ResNet,3,0.01,DARE-Linear,1035,6,-26.974527,-46.542553,0.06815102,0.16927639,0.09297623,0.15800478,0.10108210,0.11517025,0.15900388,0.13633534
Blood,ResNet,3,0.01,DARE-Linear,1036,7,-21.425598,39.468800,0.07697402,0.14374036,0.15565328,0.07800869,0.13340352,0.12345593,0.13158719,0.15717705
Blood,ResNet,3,0.01,DARE-Linear,1037,6,-18.876596,-50.654510,0.07581623,0.16892159,0.08411798,0.17976931,0.09537059,0.12427488,0.14382809,0.12790139
Blood,ResNet,3,0.01,DARE-Linear,1038,1,9.932299,-58.929459,0.06684603,0.15415105,0.07720268,0.23182823,0.07339098,0.10893857,0.16292675,0.12471579
Blood,ResNet,3,0.01,DARE-Linear,1039,7,-22.681170,37.193802,0.08202874,0.13502818,0.15021017,0.10087646,0.13843845,0.11584625,0.11487268,0.16269910
Blood,ResNet,3,0.01,DARE-Linear,1040,5,-30.015471,-19.248995,0.07556346,0.15428457,0.09055111,0.14646010,0.09350946,0.16867256,0.15463169,0.11632708
Blood,ResNet,3,0.01,DARE-Linear,1041,6,-24.221071,-39.127892,0.06798055,0.17497449,0.08534972,0.15548070,0.09013230,0.14458853,0.16317056,0.11832320
Blood,ResNet,3,0.01,DARE-Linear,1042,6,-31.940193,-37.216305,0.07612808,0.16578366,0.10067746,0.13952348,0.10776445,0.13251370,0.15402867,0.12358057
Blood,ResNet,3,0.01,DARE-Linear,1043,6,3.886491,-57.418411,0.07867869,0.15596929,0.08083718,0.21986952,0.08666630,0.08912560,0.15967074,0.12918274
Blood,ResNet,3,0.01,DARE-Linear,1044,5,-4.254441,-37.745953,0.07692458,0.14728180,0.07372705,0.20318201,0.08848847,0.14779246,0.15933280,0.10327089
Blood,ResNet,3,0.01,DARE-Linear,1045,6,-25.311720,-46.169937,0.07851529,0.16521144,0.09836075,0.15531272,0.10010848,0.12161204,0.15568434,0.12519486
Blood,ResNet,3,0.01,DARE-Linear,1046,0,2.462190,-37.170284,0.07952625,0.13476858,0.07574097,0.18905753,0.09651294,0.13553433,0.17941594,0.10944351
Blood,ResNet,3,0.01,DARE-Linear,1047,1,0.838384,-54.657047,0.07246984,0.16118148,0.08207209,0.20434237,0.08259488,0.11117209,0.16298795,0.12317931
Blood,ResNet,3,0.01,DARE-Linear,1048,1,10.256205,-57.883415,0.06742794,0.16110604,0.06822842,0.22303641,0.08143946,0.12032767,0.15954562,0.11888850
Blood,ResNet,3,0.01,DARE-Linear,1049,3,9.222117,-45.747387,0.07292301,0.14305735,0.07533457,0.21225297,0.09874631,0.11708389,0.16368507,0.11691687
Blood,ResNet,3,0.01,DARE-Linear,1050,6,-11.910974,-47.543324,0.07124862,0.16560312,0.08614363,0.18563612,0.09445246,0.12420994,0.14997448,0.12273157
Blood,ResNet,3,0.01,DARE-Linear,1051,1,-30.699730,-44.957779,0.07585607,0.15014008,0.09938395,0.15302153,0.10279821,0.11474217,0.17754796,0.12650999
Blood,ResNet,3,0.01,DARE-Linear,1052,6,-29.824320,-29.955114,0.07774820,0.15528184,0.08982304,0.14618866,0.10332904,0.14783014,0.16286983,0.11692921
Blood,ResNet,3,0.01,DARE-Linear,1053,6,-30.214434,-37.229893,0.07582521,0.16158789,0.10124777,0.14894582,0.09448093,0.13273710,0.15432739,0.13084786
Blood,ResNet,3,0.01,DARE-Linear,1054,2,-37.016808,34.229027,0.07389783,0.15618311,0.16030456,0.10498318,0.11043611,0.09400595,0.14337261,0.15681662
Blood,ResNet,3,0.01,DARE-Linear,1055,3,11.061545,-37.330276,0.07588246,0.14164229,0.06752043,0.21062548,0.09293733,0.13094813,0.16598862,0.11445524
Blood,ResNet,3,0.01,DARE-Linear,1056,0,13.471820,-43.358185,0.08704196,0.13914880,0.06723940,0.20541002,0.09951311,0.11428778,0.17671283,0.11064618
Blood,ResNet,3,0.01,DARE-Linear,1057,0,-17.556286,-26.411070,0.09608468,0.14912623,0.07834134,0.14854725,0.09830895,0.12939498,0.18911976,0.11107677
Blood,ResNet,3,0.01,DARE-Linear,1058,7,-27.940422,30.164434,0.06979576,0.13861151,0.15301098,0.10170282,0.13451345,0.10927651,0.13879541,0.15429349
Blood,ResNet,3,0.01,DARE-Linear,1059,3,9.683484,-49.073635,0.06538641,0.15054730,0.07550360,0.21270345,0.10879092,0.10362970,0.16810597,0.11533265
